Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Danny Heintz,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,71.9,74,,,,,185.0,,,,,115.5,,,,,200.0,500.5,1,369.14,367.6,355.83,74.59,Yes,Canada,SK,CPU,IPF,20/12/2014,Canada,SK,Moose Jaw,Last Chance Invitational
Bobby Busch,M,SBD,Multi-ply,18.5,18-19,19-23,M_TEM_3_APF,90.0,90,-250.02,-250.02,250.02,,250.02,185.02,204.98,219.99,,219.99,219.99,237.5,250.02,,250.02,719.99,2,465.55,459.64,440.52,79.45,,,,APF,WPC,9/3/2011,USA,OR,Portland,EDC Spring Meet
Mikhail Ivanov,M,B,Raw,44.0,40-44,40-49,Open,121.8,125,,,,,,177.5,-187.5,-187.5,,177.5,,,,,,177.5,1,101.44,101.7,97.45,74.41,Yes,Russia,,IPL,IPL,26/6/2021,Russia,LEN,St. Petersburg,European Cup
Jānis Pauļuks,M,B,Single-ply,61.5,60-64,60-69,Masters 3,70.0,75,,,,,,,,,,140.0,,,,,,140.0,1,105.16,104.91,101.67,57.31,Yes,Latvia,,LPF,IPF,1/3/2008,Latvia,,Jelgava,Latvian Bench Press Championships
Christopher Fear,M,SBD,Raw,,,,M-C-Open,80.7,83,150.0,165.0,-167.5,,165.0,95.0,100.0,-105.0,,100.0,190.0,200.0,202.5,,202.5,467.5,65,320.72,317.43,305.73,65.64,Yes,England,,BP,IPF,23/3/2019,UK,,Northampton,British Men's University Championships
Michael Ballin-Skelton,M,SBD,Single-ply,16.5,16-17,14-18,M-T2,130.0,120+,180.0,205.0,-222.5,,205.0,135.0,-150.0,150.0,,150.0,150.0,-170.0,180.0,,180.0,535.0,1,299.57,302.59,289.06,50.22,Yes,USA,IA,USAPL,IPF,21/1/2017,USA,IA,,Des Moines Metro Classic
Marialena Viernes,F,SBD,Single-ply,,,,Girls,80.83,82.3,,,,,113.4,,,,,58.97,,,,,111.13,283.5,5,265.77,257.94,226.07,45.29,Yes,,,THSWPA,,28/1/2017,USA,TX,Dimmitt Texas,Dimmitt Powerlifting Meet
Colton Swanson,M,SBD,Raw,19.5,20-23,19-23,MR-Jr,103.1,105,152.5,160.0,170.0,,170.0,97.5,107.5,-120.0,,107.5,-172.5,177.5,-190.0,,177.5,455.0,3,276.46,273.68,261.32,56.66,Yes,USA,WA,USAPL,IPF,24/6/2017,USA,WA,,Seattle Summer Classic
Aleksey Alekhin,M,B,Raw,43.0,40-44,40-49,Open,89.2,90,,,,,,100.0,120.0,-130.0,,120.0,,,,,,120.0,3,77.94,76.96,73.79,58.12,,,,RPU,,7/5/2017,Russia,,Barnaul,Anthea Cup
Giuseppe Germano,M,SBD,Raw,,,,Junior,75.7,83,140.0,150.0,-160.0,,150.0,100.0,105.0,-107.5,,105.0,170.0,185.0,195.0,,195.0,450.0,6,320.94,318.6,307.72,65.29,Yes,,,FIPL,IPF,17/6/2011,Italy,,S. Zenone al Lambro,Trofeo Bertoletti di Powerlifting Raw e di Panca Geared
Felicity Sadler,F,SBD,Raw,26.5,24-34,24-39,F-C-Open,51.4,52,77.5,85.0,-90.0,,85.0,45.0,-50.0,-50.0,,45.0,80.0,90.0,-95.0,,90.0,220.0,3,270.34,276.72,245.4,56.11,Yes,England,EM,EPA,IPF,9/4/2017,England,,Cambridge,EM Anglian Open
Carlos Sanchez,M,SBD,Single-ply,15.5,16-17,14-18,M-T1,126.2,120+,,,,,287.5,,,,,150.0,,,,,255.0,692.5,1,391.3,393.86,376.83,65.69,Yes,USA,,USAPL,IPF,28/3/2014,USA,TX,Killeen,High School Nationals
Oleksandr Kozhemyaka,M,B,Raw,22.5,20-23,19-23,Amateur Juniors 20-23,82.5,82.5,,,,,,132.5,140.0,-145.0,,140.0,,,,,,140.0,2,94.83,93.79,90.24,70.54,,Ukraine,,WPAU,,16/10/2015,Ukraine,,Dniporpetrovsk,Open Ukraine Cup
Elvin Guliev,M,B,Multi-ply,27.0,24-34,24-39,Open,90.0,90,,,,,,330.0,345.0,360.0,-380.0,360.0,,,,,,360.0,1,232.78,229.82,220.26,121.44,Yes,Russia,,IPL,IPL,13/9/2019,Russia,SAM,Samara,Eastern European Championships
Kseniya Kuznetsova,F,B,Raw,27.0,24-34,24-39,Open,48.0,48,,,,,,60.0,62.5,65.0,,65.0,,,,,,65.0,1,83.88,86.09,76.62,67.31,Yes,Russia,,WPA-RUS,WPA,17/12/2016,Russia,MOW,Moscow,Russian Championships
Deirdre Campanella,F,SBD,Raw,34.5,24-34,24-39,FR-O,55.6,56,,,,,92.5,,,,,57.5,,,,,107.5,257.5,1,299.9,304.68,269.55,61.56,Yes,,,USAPL,IPF,5/4/2014,USA,GA,,Georgia Spring Open
Stanislav Karpov,M,B,Raw,41.0,40-44,40-49,Amateur Masters 40-44,147.3,140+,,,,,,-177.5,177.5,187.5,,187.5,,,,,,187.5,2,101.32,104.01,98.48,72.89,Yes,Russia,,WPC-RUS,WPC,7/6/2012,Russia,MOW,Moscow,Russian Powerlifting Championships
Ayrat Rakhmatulin,M,B,Raw,20.5,20-23,19-23,Juniors 20-23,73.1,75,,,,,,-115.0,117.5,120.0,,120.0,,,,,,120.0,1,87.54,87.08,84.23,64.41,Yes,,,WPA-RUS,WPA,7/3/2015,Russia,AMU,Blagoveshchensk,Russian Cup
William Nieves,M,D,Single-ply,16.5,16-17,14-18,M-O,110.3,120,,,,,,,,,,,157.5,170.0,182.5,,182.5,182.5,1,107.98,107.31,102.57,,Yes,,,USAPL,IPF,13/12/2015,USA,PA,,Stars and Stripes Bench Press & Deadlift Championships
Andrey Chumaev,M,B,Raw,40.0,40-44,40-49,Open,93.6,100,,,,,,175.0,180.0,-185.0,,180.0,,,,,,180.0,1,114.17,112.73,107.87,85.13,,Russia,,RPU,,21/9/2019,Russia,MOW,Moscow,Oka Heroes VI
Roman Lyutyy #2,M,SBD,Single-ply,19.5,20-23,19-23,Open,79.0,82.5,190.0,205.0,212.5,,212.5,105.0,115.0,117.5,,117.5,220.0,230.0,-235.0,,230.0,560.0,12,389.04,385.39,371.54,66.6,Yes,,,UkrainePF,IPF,24/9/1999,Ukraine,,Kharkov,Ukrainian Powerlifting Cup
Cooper Brooks,M,SBD,Raw,18.0,18-19,19-23,MR-T3,101.7,105,220.0,240.0,-255.0,,240.0,137.5,145.0,-155.0,,145.0,225.0,250.0,267.5,,267.5,652.5,2,398.74,394.5,376.71,81.77,Yes,USA,MN,USAPL,IPF,20/2/2016,USA,MN,,Minnesota State & Midwest Open
Patrick Pinto,M,SBD,Raw,,,,O,82.5,82.5,,,,,108.86,,,,,95.25,,,,,167.83,371.95,2,251.96,249.17,239.75,51.65,Yes,,,WNPF,,7/6/2015,USA,NJ,Edison,Battle of the Border
Timothy Clavelli,M,SBD,Raw,24.5,24-34,24-39,MR-O,104.6,105,187.5,202.5,210.0,,210.0,162.5,175.0,-182.5,,175.0,232.5,250.0,,,250.0,635.0,4,383.56,379.96,362.81,78.54,Yes,USA,MD,USAPL,IPF,18/3/2017,USA,MD,,Exile Open
Katelynn Lemley,F,SBD,Single-ply,,,,Girls,54.48,56,,,,,68.04,,,,,27.22,,,,,90.72,185.97,7,219.56,223.58,197.89,36.7,Yes,,,THSWPA,,25/1/2021,USA,TX,Springtown,Springtown Girls Powerlifting Meet
Kristina Munoz,F,SBD,Single-ply,,,,Girls,66.86,67.3,,,,,117.93,,,,,56.7,,,,,122.47,297.1,9,308.42,305.31,269.37,51.92,Yes,,,THSWPA,,22/2/2020,USA,TX,Crystal City,Javelina Power Fest
Uli Ertl,F,D,Raw,,,,Open,77.4,82.5,,,,,,,,,,,180.0,190.0,-195.0,,190.0,190.0,1,182.04,177.19,155.65,,,,,UPC-Germany,UPC,10/3/2019,Germany,MV,Zinnowitz,Deutsche Meisterschaft
A. Thomas,M,SBD,Single-ply,,,,Open,105.0,110,,,,,200.0,,,,,150.0,,,,,255.0,605.0,13,364.87,361.52,345.22,61.84,Yes,,,BAWLA,IPF,1/12/2002,UK,,Livingstone,Four Nations Powerlifting Match
Stuart Nicholson,M,SBD,Raw,,,24-39,M-C-Open,82.5,83,-190.0,-200.0,200.0,,200.0,125.0,135.0,-140.0,,135.0,220.0,235.0,-250.0,,235.0,570.0,13,386.11,381.85,367.41,79.14,Yes,England,,BP,IPF,21/10/2017,UK,,,British Men's Classic Championships
Anthony Gamez,M,SBD,Raw,22.5,20-23,19-23,MR-O,67.5,67.5,172.5,180.0,185.0,,185.0,115.0,125.0,-135.0,,125.0,182.5,195.0,197.5,,197.5,507.5,1,391.15,391.29,379.82,78.18,Yes,USA,MN,USAPL,,12/2/2022,USA,MN,,Minnesota Junior Open and Master State Championships
Akhmed Baysumov,M,B,Raw,25.5,24-34,24-39,Amateur Open,85.6,90,,,,,,155.0,160.0,-175.0,,160.0,,,,,,160.0,4,106.2,104.92,100.78,79.11,Yes,Russia,,WPC,WPC,4/4/2013,Russia,KDA,Krasnodar,Eurasian Championships
Dawid Natorski,M,SBD,Single-ply,20.5,20-23,19-23,Open,65.1,66,170.0,180.0,-185.0,,180.0,110.0,117.5,-122.5,,117.5,210.0,-217.5,-217.5,,210.0,507.5,2,401.74,403.05,391.9,68.65,Yes,Poland,,PZKFiTS,IPF,10/12/2016,Poland,,Spala,Polish Powerlifting Championships
Nick Teo,M,SBD,Raw,,,,Open,77.45,83,200.0,210.0,215.0,,215.0,145.0,150.0,155.0,,155.0,250.0,260.0,270.0,,270.0,640.0,2,450.0,446.18,430.52,91.77,Yes,,,KNKF-SP,IPF,22/4/2018,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Yuriy Sisoev,M,B,Raw,40.0,40-44,40-49,Amateur Open,108.2,110,,,,,,175.0,182.5,-185.0,,182.5,,,,,,182.5,2,108.77,107.96,103.14,80.6,,Ukraine,,WPAU,,1/4/2016,Ukraine,,Lutsk,Open Ukraine Championships
Madison Taylor #4,F,SBD,Single-ply,16.0,16-17,14-18,Girls,55.52,56,,,,,124.74,,,,,77.11,,,,,142.88,344.73,2,401.87,408.36,361.28,67.2,Yes,,,THSWPA,,3/3/2018,USA,TX,Edna,Region 4 Division 2 Meet
Cenk Koçak,M,SBD,Raw,24.0,24-34,24-39,MR-O,125.5,120+,330.0,350.0,360.0,,360.0,205.0,220.0,-230.0,,220.0,340.0,370.0,-400.0,,370.0,950.0,1,537.74,540.92,517.45,108.32,Yes,Turkey,,TPSSF,IPF,15/2/2020,Turkey,,Istanbul,Turkish Powerlifting Championship
KJ Cameron,M,SBD,Wraps,43.0,40-44,40-49,MOR,116.9,125,267.5,285.0,-295.0,,285.0,165.0,172.5,-177.5,,172.5,277.5,290.0,310.0,,310.0,767.5,2,444.71,444.06,425.3,90.25,,USA,,UPA,,24/10/2020,USA,NV,Reno,American Iron Record Breakers
Marina Zuy,F,SBD,Single-ply,21.0,20-23,19-23,Student,66.9,67.5,,,,,100.0,,,,,67.5,,,,,120.0,287.5,3,298.35,295.32,260.55,50.22,Yes,Ukraine,,UkrainePF,IPF,6/12/2010,Ukraine,,Poltava,Ukrainian University Powerlifting Championship
Kristyn Kines,F,SBD,Single-ply,,,,Girls,47.63,47.8,,,,,72.57,,,,,34.02,,,,,90.72,197.31,4,256.06,262.81,234.05,42.8,Yes,,,THSWPA,,6/2/2012,USA,TX,Winnsboro,Winnsboro Girls
Nicole Clark,F,SBD,Wraps,40.0,40-44,40-49,FM1R,111.9,90+,160.0,162.5,177.5,,177.5,70.0,80.0,85.0,,85.0,182.5,202.5,215.0,,215.0,477.5,1,391.38,386.87,329.06,82.93,,,,UPA,,2/12/2017,USA,IL,Peoria,War of the Demigods
Anto Mastrolonardo,M,SBD,Raw,47.5,45-49,40-49,Master I,82.5,83,170.0,185.0,200.0,,200.0,122.5,127.5,-132.5,,127.5,190.0,220.0,-232.5,,220.0,547.5,4,370.87,366.77,352.91,76.02,Yes,,,FIPL,IPF,20/11/2021,Italy,,S.Zenone al Lambro,4 Gara Nazionale Classic Master Di Powerlifting Maschile Femminile
Kelly Matthews,F,SBD,Raw,49.5,45-49,50-59,FR-O,62.7,63,95.0,100.0,102.5,,102.5,67.5,70.0,-75.0,,70.0,107.5,115.0,120.0,,120.0,292.5,10,315.51,315.27,278.41,64.19,Yes,USA,VA,USAPL,IPF,4/5/2019,USA,VA,,Virginia Ladies of Iron and Virginia State Championships
Aleksandr Lyudkevich,M,B,Raw,22.0,20-23,19-23,Amateur Juniors 20-23,100.0,100,,,,,,150.0,157.5,162.5,,162.5,,,,,,162.5,1,100.02,98.9,94.46,74.44,Yes,Russia,,WPC,WPC,25/10/2014,Russia,KDA,Krasnodar,Amateur European Championships
Aleksandr Popkov,M,B,Raw,34.0,24-34,24-39,Pro Open,74.0,75,,,,,,120.0,125.0,-130.0,,125.0,,,,,,125.0,2,90.46,89.91,86.93,66.66,,Russia,,WRPF,WRPF,15/2/2020,Russia,PER,Perm,Become a Legend Open Tournament
Marat Melnichuk,M,SBD,Single-ply,16.0,16-17,14-18,Open,87.9,93,125.0,135.0,-145.0,,135.0,100.0,110.0,115.0,,115.0,150.0,160.0,170.0,,170.0,420.0,5,274.87,271.44,260.42,46.95,Yes,,,UkrainePF,IPF,5/3/2011,Ukraine,,Rivne,Rivne Open Championships
Vasiliy Akimov,M,SBD,Wraps,23.5,24-34,24-39,Pro Open,79.0,82.5,110.0,120.0,130.0,,130.0,105.0,115.0,-120.0,,115.0,140.0,160.0,,,160.0,405.0,3,281.36,278.72,268.7,57.49,,,,WPC-RUS,WPC,23/12/2007,Russia,,Taganrog,Taganrog Raw Championships
Dmitriy Pavlov,M,B,Raw,22.0,20-23,19-23,Open,99.7,100,,,,,,170.0,180.0,185.0,,185.0,,,,,,185.0,3,114.02,112.72,107.67,84.87,,,,RPU,,17/11/2018,Russia,,Velikiy Ustyug,Velikiy Ustyug Championships
Valentin Miroshnikov,M,B,Raw,16.0,16-17,14-18,Amateur Teen 16-17,65.3,67.5,,,,,,95.0,-97.5,-97.5,,95.0,,,,,,95.0,2,75.03,75.25,73.16,54.2,Yes,Russia,,WPC,WPC,10/12/2013,Russia,KRS,Kursk,Amateur European Championships
Oleg Kulik,M,S,Raw,25.0,24-34,24-39,Pro Open,94.4,100,250.0,-260.0,-260.0,,250.0,,,,,,,,,,,250.0,1,157.94,155.96,149.18,,,Ukraine,,WPAU,,3/7/2020,Ukraine,,Lutsk,Ukrainian Championships
Austin Showalter,M,B,Raw,20.5,20-23,19-23,MR-Jr,73.4,74,,,,,,140.0,152.5,-160.0,,152.5,,,,,,152.5,1,110.94,110.33,106.71,81.68,Yes,,,USAPL,IPF,29/8/2015,USA,PA,Scranton,Bench Press Nationals
Shantal Macias,F,SBD,Single-ply,,,,Girls,60.51,67.3,,,,,88.45,,,,,49.9,,,,,90.72,229.06,14,252.57,253.71,224.14,42.33,Yes,,,THSWPA,,11/1/2018,USA,TX,Brownsville Lopez,3rd Annual Lopez Inv. Meet
Janet Martin,F,BD,Raw,49.0,45-49,,M2,111.13,90+,,,,,,-62.5,62.5,65.0,,65.0,130.0,140.0,142.5,147.5,142.5,207.5,1,170.46,168.35,143.24,,,USA,,365Strong,,20/4/2018,USA,NC,Charlotte,World Powerlifting Games
Jake Roberts #3,M,B,Multi-ply,,24-34,24-39,Amateur Open,82.5,82.5,,,,,,,,,,192.78,,,,,,192.78,2,130.59,129.14,124.26,68.91,Yes,,,IPA,,19/4/2003,USA,NY,Queensbury,World Bench Wars
Victoria Berrera,F,SBD,Single-ply,,,,Girls,81.37,82.3,,,,,90.72,,,,,45.36,,,,,88.45,224.53,11,209.8,203.55,178.33,35.77,Yes,,,THSWPA,,17/2/2016,USA,TX,Crystal City,Crystal City Power Fest
Taylor Kolojaco,F,SBD,Single-ply,,,,Girls,70.76,75,,,,,72.57,,,,,36.29,,,,,104.33,213.19,3,214.29,210.53,185.53,36.19,Yes,,,THSWPA,,28/1/2021,USA,TX,Altair,Swamp Strength Invitational
Sindre T. Jordansen,M,B,Single-ply,,18-19,14-18,Teen 14-18,67.5,67.5,,,,,,,,,,70.0,,,,,,70.0,2,53.95,53.97,52.39,29.69,Yes,,,NSF,IPF,4/2/2006,Norway,,Sande,KM benkpress
George Millar,M,SBD,Raw,,,40-49,M-C-M1,82.5,83,160.0,170.0,-175.0,,170.0,105.0,110.0,-112.5,,110.0,215.0,230.0,242.5,,242.5,522.5,3,353.94,350.03,336.79,72.55,Yes,,,BP,IPF,11/3/2017,UK,,,British Masters Classic
Kati Creech,F,SBD,Single-ply,,18-19,,Girls,58.51,60.1,,,,,111.13,,,,,47.63,,,,,92.99,251.74,2,283.57,286.2,252.97,47.48,Yes,,,THSWPA,,14/1/2017,USA,TX,Mertzon,Irion County Invitational
Trevor Andrus,M,SBD,Multi-ply,43.0,40-44,40-49,M-E1,105.0,110,300.0,325.0,,,325.0,,230.0,,,230.0,245.0,277.5,292.5,,292.5,847.5,1,511.12,506.43,483.59,86.63,,Canada,,GPC-CAN,GPC,1/8/2009,Canada,,,Bruce Greig Memorial
Mohd Azmie Aziz Asibun,M,B,Raw,18.0,18-19,14-18,Open,47.34,49,,,,,,,,,,65.0,,,,,,65.0,3,68.34,70.67,69.94,44.41,Yes,Malaysia,,WPPO,,28/10/2013,Malaysia,,Kuala Lumpur,Asian Youth Para Games
Murray Hobbs,M,SBD,Single-ply,,,40-49,Masters 1,82.5,82.5,,,,,195.0,,,,,152.5,,,,,230.0,577.5,1,391.19,386.87,372.25,66.92,Yes,,,OceaniaPF,IPF,30/7/2000,Australia,NSW,Sydney,Australian & Oceania Championships
Nikolay Tolmakov,M,D,Raw,19.5,20-23,19-23,Amateur Teen 18-19,72.4,75,,,,,,,,,,,190.0,-205.0,205.0,,205.0,205.0,1,150.5,149.8,144.96,,Yes,,,WPC-RUS,WPC,7/4/2017,Russia,NVS,Novosibirsk,Siberian Bear All-Russia Tournament
Anna Sørlie Heranger,F,SBD,Single-ply,26.5,24-34,24-39,Open,83.15,84,235.0,-240.0,240.0,,240.0,150.0,155.0,157.5,,157.5,210.0,-217.5,217.5,,217.5,615.0,2,568.65,551.24,482.27,97.11,Yes,Norway,,NSF,IPF,31/5/2019,Norway,,Sandnessjøen,NM styrkeløft utstyr
Trygve Haave,M,B,Single-ply,,,50-59,Masters 50-59,99.6,100,,,,,,120.0,125.0,-127.5,,125.0,,,,,,125.0,2,77.07,76.2,72.78,39.82,Yes,,,NSF,IPF,23/8/1996,Norway,,Brumunddal,NM i Benkpress
Maksim Tikhomirov,M,D,Raw,23.0,20-23,19-23,Juniors 20-23,74.0,75,,,,,,,,,,,-130.0,130.0,145.0,,145.0,145.0,1,104.93,104.3,100.84,,,,,RPU,,28/11/2020,Russia,MOW,Moscow,DaVinci Gym Cup
Ragim Balakshiev,M,SBD,Raw,21.0,20-23,19-23,Pro Juniors 20-23,76.9,82.5,160.0,170.0,-175.0,,170.0,115.0,-125.0,-125.0,,115.0,195.0,205.0,212.5,,212.5,497.5,2,351.34,348.49,336.36,71.6,,Russia,,WPC-RUS,WPC,10/10/2011,Russia,MOW,Khotkovo,PRODvijenie
Sergey Zykov,M,B,Raw,39.5,35-39,40-49,Pro Open,70.0,75,,,,,,115.0,120.0,-122.5,,120.0,,,,,,120.0,2,90.14,89.93,87.15,65.93,,Russia,,WPC-RUS,WPC,1/3/2015,Russia,SAR,Balashov,Balashov Open Tournament
Zwelinzima Lizwe,M,B,Raw,17.5,18-19,14-18,Sub-Juniors,59.0,59,,,,,,80.0,-90.0,-90.0,,80.0,,,,,,80.0,1,68.47,69.29,67.73,48.27,Yes,South Africa,,CommonwealthPF,IPF,5/12/2013,New Zealand,AKL,Auckland,Commonwealth & Oceania Championships
Vladimir Lamonov,M,D,Raw,31.0,24-34,24-39,Pro Open,117.0,125,,,,,,,,,,,-290.0,300.0,310.0,,310.0,310.0,1,179.57,179.32,171.75,,,Russia,,WPC-RUS,WPC,5/6/2016,Russia,TAM,Tambov,Strong Tambov Tournament
Remus Watson,M,S,Multi-ply,20.0,20-23,19-23,J,71.5,75,170.0,185.0,200.0,210.0,200.0,,,,,,,,,,,200.0,1,148.07,147.5,142.81,,,Australia,,GPC,GPC,16/9/2018,Hungary,,Eger,World Championships
Julianna Morales,F,SBD,Single-ply,16.5,16-17,14-18,Girls,58.83,60.1,,,,,140.61,,,,,63.5,,,,,142.88,347.0,1,389.51,392.83,347.18,65.22,Yes,USA,,THSWPA,,19/1/2017,USA,TX,TSS Gym,TSS-UTSA Invitational 3
Jenni Erola,F,SBD,Wraps,28.5,24-34,24-39,Open,77.1,82.5,115.0,125.0,135.0,,135.0,67.5,72.5,-77.5,,72.5,145.0,155.0,165.0,,165.0,372.5,2,357.62,348.18,305.92,72.95,,Finland,,GPA,GPA,5/12/2013,Finland,,Tampere,World Championships
Dashae Atkinson,F,SBD,Single-ply,,18-19,,Girls,51.07,51.9,,,,,113.4,,,,,72.57,,,,,120.2,306.17,3,377.93,387.02,343.31,63.14,Yes,,,THSWPA,,1/3/2019,USA,TX,Robstown Texas,Region 5 Division 3 Powerlifting Meet
Joseph Judd,M,SBD,Wraps,33.5,24-34,24-39,Pro Open,110.0,110,,,,,272.16,,,,,181.44,,,,,290.3,743.89,1,440.58,437.77,418.4,89.9,,USA,,IPA,,17/6/2017,USA,PA,York,Strength Spectacular Powerlifting Championships
Chris Etherington,M,B,Raw,35.0,35-39,24-39,M_OR_ABPU,89.0,90,,,,,,-130.0,130.0,140.0,,140.0,,,,,,140.0,2,91.04,89.89,86.19,67.88,Yes,UK,,BPU,WPC,17/12/2017,England,,Manchester,Selfish Pro Bench Press Championships
Brian Lee,M,SBD,Single-ply,,,40-49,M-E-M1,110.0,110,,,,,260.0,,,,,160.0,,,,,290.0,710.0,1,420.51,417.83,399.34,71.09,Yes,,,BAWLA,IPF,17/11/2002,England,,Gateshead,NE Counties Powerlifting Championships
Frannky Navarro,F,SBD,Single-ply,,,,Girls,61.69,67.3,,,,,99.79,,,,,38.56,,,,,95.25,233.6,10,254.5,254.92,225.16,42.68,Yes,,,THSWPA,,17/2/2016,USA,TX,Mansfield Timberview,Timberview Girls Invitational
Anders Lindbladh,M,B,Raw,37.5,35-39,24-39,Open,113.8,125,,,,,,145.0,155.0,160.0,,160.0,,,,,,160.0,4,93.59,93.23,89.21,69.08,,Sweden,,WRPF-Sweden,WRPF,7/4/2018,Sweden,,Lund,Battle of Scanian
Anton Lunin,M,B,Multi-ply,30.0,24-34,24-39,Pro Open,90.0,90,,,,,,175.0,185.0,187.5,,187.5,,,,,,187.5,2,121.24,119.7,114.72,63.25,,Russia,,WPC-RUS,WPC,5/5/2010,Russia,SVE,Yekaterinburg,XXX Gym Bench Press Championships
Makhan Mann,M,SBD,Raw,,,60-69,M-C-Open,70.8,74,-80.0,80.0,90.0,,90.0,55.0,60.0,65.0,,65.0,90.0,100.0,110.0,,110.0,265.0,3,197.5,196.88,190.71,39.81,Yes,England,EM,EPA,IPF,14/2/2014,England,,Letchworth,East Midlands Classic Powerlifting Championships
Rachel Ng,F,SBD,Raw,,,19-23,Open,43.0,47,,,,,60.0,,,,,30.0,,,,,85.0,175.0,2,245.36,250.16,224.99,53.29,Yes,Canada,ON,CPU,IPF,19/5/2018,Canada,ON,Scarborough,Scarborough Spring Classic
Corilea Hill,F,SBD,Single-ply,,,,Girls,68.86,75,,,,,83.91,,,,,47.63,,,,,104.33,235.87,4,240.74,237.35,209.3,40.59,Yes,,,THSWPA,,18/1/2021,USA,TX,Granbury,Granbury Girls Invitational
Andrey Makevnin,M,B,Raw,57.0,55-59,50-59,Masters 55-59,100.7,110,,,,,,-157.5,160.0,165.0,,165.0,,,,,,165.0,1,101.26,100.14,95.64,75.34,,Russia,,RPU,,22/9/2018,Russia,,Yaroslavl,White Stone Tournament
Bailey Jacoby,F,SBD,Single-ply,,,,Girls,71.03,75,,,,,92.99,,,,,47.63,,,,,104.33,244.94,9,245.69,241.26,212.59,41.5,Yes,,,THSWPA,,17/1/2019,USA,TX,Lampasas,Lampasas Badger Powerlifitng Invitational
Gibby Chasse,M,SBD,Single-ply,32.5,24-34,24-39,Open,100.0,100,,,,,207.5,,,,,185.0,,,,,215.0,607.5,3,373.93,369.72,353.12,63.53,Yes,Canada,BC,CPU,IPF,22/4/2001,Canada,BC,Coquitlam,Provincials
Claudio Carini,M,SBD,Single-ply,,,,Open,85.0,90,170.0,185.0,190.0,,190.0,-95.0,95.0,-102.5,,95.0,230.0,240.0,245.0,,245.0,530.0,8,353.11,348.92,335.27,60.37,Yes,,,FIPL,IPF,6/12/2002,Italy,,Vizzolo,Coppa Italia A Squadre
Denna Jones,F,BD,Raw,37.0,35-39,24-39,Submasters 35-39,79.8,82.5,,,,,,45.0,50.0,-55.0,,50.0,112.5,117.5,122.5,,122.5,172.5,1,162.74,158.06,138.63,,Yes,USA,DC,RAW,,28/10/2021,USA,VA,Virigina Beach,Single Lift Worlds
Mike Frost,M,SBD,Raw,29.0,24-34,24-39,Open,125.9,140,192.5,202.5,210.0,,210.0,160.0,167.5,170.0,,170.0,250.0,260.0,270.0,,270.0,650.0,1,367.56,369.87,353.7,74.02,Yes,Canada,,RAW-CAN,,9/1/2016,Canada,AB,Calgary,Prairie Power Open
Tom Hypes,M,SBD,Multi-ply,,,,M_OEM_APF,100.0,100,320.0,-335.0,-335.0,,320.0,242.5,-255.0,-255.0,,242.5,242.5,255.0,-265.0,,255.0,817.5,12,503.18,497.52,475.19,85.49,,USA,,APF,WPC,3/6/2005,USA,MI,Detroit,Nationals
Elena Kudryashova,F,B,Raw,41.0,40-44,40-49,Amateur Masters 40-44,51.3,52,,,,,,52.5,57.5,-60.0,,57.5,,,,,,57.5,1,70.75,72.43,64.24,55.72,Yes,Russia,,WPC-RUS,WPC,14/5/2016,Russia,NIZ,Nizhny Novgorod,Victory Cup
Evgeniy Starodubtsev,M,B,Multi-ply,27.0,24-34,24-39,Open,81.2,82.5,,,,,,240.0,250.0,-255.0,,250.0,,,,,,250.0,1,170.89,169.1,162.82,90.41,Yes,Russia,,RPU,,13/4/2019,Russia,LIP,Lipetsk,Lipetsk Cup
Lazaro Nieves,M,BD,Single-ply,,,,M-O,126.7,120+,,,,,,250.0,257.5,262.5,,262.5,300.0,312.5,325.0,,325.0,587.5,1,331.56,333.89,319.39,,Yes,Puerto Rico,,FPPR,IPF,7/12/2013,Puerto Rico,,Aguadilla,Campeonato Nacional Push/Pull
Ashley Sullivan,F,SBD,Raw,17.5,18-19,14-18,FR-HS,52.2,56,-80.0,-82.5,82.5,,82.5,37.5,40.0,-42.5,,40.0,92.5,-100.0,-102.5,,92.5,215.0,11,261.37,267.23,236.84,54.11,Yes,USA,WI,USAPL,IPF,11/3/2017,USA,WI,,Wisconsin State High School Championships
Lachlan Hodgetts,M,B,Raw,,,,Open,72.7,74,,,,,,,,,,120.0,,,,,,120.0,1,87.85,87.42,84.58,64.6,Yes,Canada,BC,CPU,IPF,23/6/2018,Canada,BC,Surrey,BCPA Provincial Championship
